STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,TERRITORIAL_LEVEL,Niveau territorial,REF_AREA,Zone de référence,TERRITORIAL_TYPE,Typologie territoriale,MEASURE,Mesure,AGE,Âge,SEX,Sexe,UNIT_MEASURE,Unité de mesure,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,COUNTRY,Pays,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ21,Tasman-Nelson-Marlborough,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,7.6,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRF,Grand Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,13.8,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES64,Melilla,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,19.7,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TR81,Mer Noire occidentale - Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,25.9,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ02,Région de Bohême centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,17.3,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPF,Toukai,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,11.3,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPH,Chugoku,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,11,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL15,Arica et Parinacota,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,15.3,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES22,Navarre,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,11.2,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),SE21,Småland avec les îles,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,7.5,,SWE,Suède,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT22,Styrie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,18.2,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TR71,Anatolie centrale - Centre,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,22.3,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT34,Vorarlberg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.4,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRJ,Occitanie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,13,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),RO31,Sud - Muntenia,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,19.6,,ROU,Roumanie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL03,Atacama,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,15.9,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),SE31,Région Centre Nord,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,7,,SWE,Suède,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ24,Otago,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,7.9,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES13,Cantabria,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,12.8,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),SK01,Région de Bratislava,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,18.6,,SVK,République slovaque,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRY3,Guyane,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,13.8,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ03,Sud-Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,15.9,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA59,Colombie-Britannique,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,6.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DK05,Danemark du Nord,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,11.2,,DNK,Danemark,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PL62,Varmie-Mazurie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,17.9,,POL,Pologne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES41,Castille-et-León,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,11.5,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPB,Tohoku,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,9.6,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AU1,Nouvelle-Galles du Sud,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,7.7,,AUS,Australie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ITC2,Vallée d'Aoste,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,16.3,,ITA,Italie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ITF4,Pouilles,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,16.3,,ITA,Italie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL01,Tarapacá,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.5,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEA,Rhénanie du Nord-Westphalie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,16.6,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ITH2,Prov. autonome de Trente,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,18.5,,ITA,Italie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),JPE,Hokuriku,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,10.6,,JPN,Japon,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEC,Sarre,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,13.4,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT32,Salzbourg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.4,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),EL51,"Macédoine orientale, Thrace",_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,17.7,,GRC,Grèce,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),EL61,Thessalie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,21,,GRC,Grèce,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL06,O'Higgins,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,25.2,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),LU00,Luxembourg,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,12.4,,LUX,Luxembourg,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT21,Carinthie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,15,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),DEG,Thuringe,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.7,,DEU,Allemagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),RO21,Nord-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,18.9,,ROU,Roumanie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),BG34,Sud-Est,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,18.6,,BGR,Bulgarie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HU11,Budapest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,21.7,,HUN,Hongrie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),NZ11,Northland,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,5.8,,NZL,Nouvelle-Zélande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FI20,Åland,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,6,,FIN,Finlande,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL04,Coquimbo,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.7,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CL10,Los Lagos,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,28.2,,CHL,Chili,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),FRC,Bourgogne-Franche-Comté,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,12.7,,FRA,France,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES53,Îles Baléares,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,9.4,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),UKN,Irlande du Nord,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,10.6,,GBR,Royaume-Uni,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),HU21,Transdanubie centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,17.1,,HUN,Hongrie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CH04,Zurich,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,14.9,,CHE,Suisse,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TRA1,Nord-Est de l'Anatolie - Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,26,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),BG42,Sud-Central,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,26.3,,BGR,Bulgarie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA46,Manitoba,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,5.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),PL84,Podlasie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,19.6,,POL,Pologne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),SK02,Slovaquie de l'Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,19.6,,SVK,République slovaque,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),ES43,Extremadura,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,9.2,,ESP,Espagne,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),AT13,Vienne,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,19.2,,AUT,Autriche,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CA61,Territoires du Nord-Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,6.5,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ07,Moravie centrale,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,22.7,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),CZ08,Moravie-Silésie,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,28.6,,CZE,Tchéquie,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),IL01,District de Jérusalem,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,28.8,,ISR,Israël,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),TRB1,Anatolie orientale - Ouest,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,24.3,,TUR,Türkiye,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_HEALTH@DF_RISK(2.0),Risques sur la santé,I,A,Annuelle,TL2,Grande région (TL2),KR01,Région de Séoul,_Z,N'est pas applicable,PM25_POP_EXP,"Exposition de la population aux PM2,5",_Z,Non applicable,_Z,Non applicable,MCG_M3,Microgrammes par mètre cube,2009,,23.8,,KOR,Corée,A,Normal value,0,Units,1,One
